id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6752500090,1/27/2015,1.84E+06,4,3.5,4870,39190,2,0,0,3,12,4870,0,1995,0,98006,47.5447,-122.124,5000,33880
323079101,1/23/2015,1.80E+06,4,3.5,6370,205603,2,0,0,3,12,6370,0,2008,0,98027,47.5016,-121.905,1490,33580
3893100462,2/25/2015,1.79E+06,5,3.75,4360,8504,2,0,4,3,10,3530,830,2014,0,98033,47.6936,-122.19,2680,9000
5457300095,1/7/2015,1.78E+06,4,3.25,3730,7071,3,0,2,3,11,3730,0,1985,0,98109,47.6292,-122.355,3730,7680
3304700130,1/28/2015,1.76E+06,4,4,3860,67953,2,0,2,4,12,3860,0,1927,0,98177,47.7469,-122.378,4410,128066
715010130,2/2/2015,1.75E+06,6,4.25,5860,13928,2,0,3,3,10,4150,1710,2013,0,98006,47.5382,-122.114,5790,13928
9829200250,1/5/2015,1.70E+06,3,2,2600,6600,2,0,4,3,10,1930,670,1970,2014,98122,47.6055,-122.285,2670,6270
1370800700,2/9/2015,1.70E+06,3,4,3910,5350,2,0,2,5,10,2610,1300,1933,0,98199,47.6393,-122.408,2890,5350
524059330,1/30/2015,1.70E+06,4,3.5,3830,8963,2,0,0,3,10,3120,710,2014,0,98004,47.599,-122.197,2190,10777
4139480350,1/13/2015,1.69E+06,4,4,5000,12941,3,0,2,3,12,5000,0,2002,0,98006,47.55,-122.103,4560,12941
4139500410,1/26/2015,1.68E+06,6,4.75,5770,16747,2,0,3,3,12,4500,1270,1998,0,98006,47.5512,-122.11,4470,14571
7856400240,2/11/2015,1.65E+06,4,3,3900,9750,1,0,4,5,10,2520,1380,1972,0,98006,47.5605,-122.158,3410,9450
2724079090,1/5/2015,1.65E+06,4,3.25,3920,881654,3,0,3,3,11,3920,0,2002,0,98024,47.5385,-121.896,2970,112384
8964800860,2/9/2015,1.65E+06,4,2.5,2780,11904,1,0,1,5,8,1730,1050,1951,0,98004,47.6209,-122.216,3590,13860
9413900035,1/9/2015,1.65E+06,4,3.25,3910,7500,2,0,0,3,10,3910,0,2006,0,98033,47.6527,-122.198,2600,9235
9279700150,2/12/2015,1.63E+06,4,3.75,4410,8112,3,0,4,3,11,3570,840,2003,0,98116,47.5888,-122.392,2770,5750
9809000010,1/6/2015,1.63E+06,5,2.5,3090,16583,2,0,0,4,9,3090,0,1964,0,98004,47.6458,-122.218,3740,17853
6613000585,1/8/2015,1.62E+06,3,2.5,3490,9362,1,0,3,5,9,1770,1720,1960,0,98105,47.6605,-122.27,3640,7425
9272200090,2/4/2015,1.60E+06,4,4.5,3780,6000,2,0,4,4,11,2770,1010,1910,1977,98116,47.5922,-122.388,2660,6000
9253900417,1/28/2015,1.60E+06,3,2.5,2850,19593,1.5,1,4,3,10,1790,1060,1978,0,98008,47.5894,-122.111,2850,18782
3536900030,2/9/2015,1.60E+06,3,2.75,3040,21052,2,0,0,4,10,3040,0,1980,0,98004,47.638,-122.225,2950,21052
5318100965,2/17/2015,1.60E+06,4,3.5,3890,3600,2,0,0,3,9,2860,1030,2005,0,98112,47.6342,-122.282,2460,6050
8964800755,1/16/2015,1.59E+06,4,2.25,3240,11131,1,0,0,4,9,2080,1160,1953,0,98004,47.6182,-122.215,2300,12150
3066120030,1/27/2015,1.58E+06,4,3.75,3810,9916,2,0,0,3,11,3810,0,1989,0,98040,47.5739,-122.234,3040,11250
3271800295,2/3/2015,1.57E+06,5,4.5,5620,5800,3,0,3,3,11,4700,920,1999,0,98199,47.6482,-122.412,2360,5800
1118001370,1/2/2015,1.57E+06,3,2.75,2340,8828,1,0,0,4,9,2340,0,1954,0,98112,47.632,-122.289,3480,8526
6448600060,2/26/2015,1.55E+06,5,2.5,2450,20805,2,0,0,4,9,2450,0,1963,0,98004,47.6275,-122.227,3020,20324
3754501240,2/6/2015,1.55E+06,3,4,5120,4600,3,0,2,3,11,4490,630,2008,0,98034,47.7052,-122.223,2510,5918
4139910250,2/10/2015,1.53E+06,4,3.75,5850,35070,2,0,0,4,12,4410,1440,1990,0,98006,47.5485,-122.124,4830,36200
46100204,2/21/2015,1.51E+06,5,3,3300,33474,1,0,3,3,9,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953
9808700025,2/11/2015,1.50E+06,3,1.5,1910,21374,1,0,0,1,8,1910,0,1955,0,98004,47.6453,-122.214,2850,16167
6448000020,1/29/2015,1.49E+06,4,2.5,2420,18480,1,0,0,4,9,2420,0,1967,0,98004,47.6214,-122.227,3330,19910
1118001360,2/18/2015,1.48E+06,3,2.75,3910,7080,1,0,0,5,9,1970,1940,1949,0,98112,47.6324,-122.289,3480,7370
4139910180,1/14/2015,1.48E+06,5,4,4770,31570,2,0,0,3,12,4770,0,1990,0,98006,47.5468,-122.123,4520,32070
868001705,2/6/2015,1.47E+06,3,1.5,2480,9900,2,0,3,3,10,2130,350,1940,0,98177,47.7018,-122.381,2860,9288
98000150,1/2/2015,1.47E+06,4,4,4930,22093,2,0,3,3,12,4930,0,2004,0,98075,47.5874,-121.965,4630,18889
1235100328,2/25/2015,1.45E+06,5,4,4070,11334,2,0,0,3,10,4070,0,2014,0,98033,47.6771,-122.187,2640,9401
3760500455,2/24/2015,1.45E+06,3,3.5,4110,15720,1,0,1,3,10,2230,1880,2000,0,98034,47.6996,-122.229,2500,15400
9831200172,2/27/2015,1.45E+06,4,3.5,2860,2199,3,0,0,3,10,2860,0,2013,0,98102,47.6262,-122.323,1990,1378
1118001645,1/30/2015,1.40E+06,3,3.25,3020,6073,2,0,0,4,9,3020,0,1954,0,98112,47.6332,-122.29,3020,7700
629000605,2/27/2015,1.40E+06,3,2.5,2910,10044,2,0,0,4,10,2910,0,1989,0,98004,47.5845,-122.199,2420,12287
7153200160,1/14/2015,1.38E+06,5,3.25,3450,6360,2,0,0,5,9,1860,1590,1905,0,98122,47.6133,-122.287,2310,5000
9528105305,1/21/2015,1.38E+06,4,3.5,3130,4500,2,0,0,3,9,2060,1070,2014,0,98103,47.677,-122.33,1500,4500
7352200100,2/24/2015,1.36E+06,2,1.75,2620,14138,2,1,4,3,8,2120,500,1931,1991,98125,47.7142,-122.277,1830,8279
856001130,2/23/2015,1.36E+06,4,2.5,3560,8960,2,0,0,3,10,3560,0,2001,0,98033,47.6903,-122.213,1660,7680
6813600605,1/28/2015,1.35E+06,4,4.5,3420,7440,3,0,0,3,9,3420,0,2014,0,98103,47.6875,-122.33,1360,5580
3885806565,1/30/2015,1.34E+06,4,3.5,2980,6349,2,0,3,3,9,2980,0,1998,0,98033,47.6819,-122.208,2870,6349
868002015,2/25/2015,1.33E+06,3,2.25,2960,8330,1,0,3,4,10,2260,700,1953,0,98177,47.7035,-122.385,2960,8840
9301300270,2/23/2015,1.33E+06,3,3,3180,2758,2,0,2,3,11,2240,940,2008,0,98109,47.6377,-122.342,2420,2758
6137500310,2/13/2015,1.32E+06,5,4,4420,36342,2,0,0,5,10,2740,1680,1982,0,98007,47.6468,-122.151,3720,37034
9273200140,1/21/2015,1.31E+06,2,2.25,3950,3938,2,0,4,3,10,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500
2397100975,2/20/2015,1.31E+06,6,3,,7200,1.5,0,2,3,8,2980,0,1911,0,98119,47.6366,-122.362,1720,3600
4221900305,1/21/2015,1.31E+06,3,3.25,4030,6300,2,0,0,3,10,3630,400,2006,0,98105,47.6664,-122.276,1660,6300
9808650060,2/25/2015,1.30E+06,3,2,2350,15021,1,0,0,4,8,1770,580,1976,0,98004,47.6408,-122.219,3530,15715
4441300170,1/12/2015,1.30E+06,4,2.5,3110,11857,2,0,4,3,11,2040,1070,1990,0,98117,47.6952,-122.402,3110,11570
9808640320,1/2/2015,1.29E+06,4,3.5,3100,2261,2,0,2,3,9,2250,850,1981,0,98033,47.6512,-122.202,2660,2000
4218400005,1/30/2015,1.29E+06,3,2.25,2440,9200,1,0,1,4,8,2440,0,1950,0,98105,47.6629,-122.269,2750,6211
4141010050,1/21/2015,1.29E+06,3,2.5,3240,12625,2,0,0,3,11,3240,0,1987,0,98040,47.5327,-122.232,3470,12331
8691440220,2/2/2015,1.29E+06,5,4,4360,8030,2,0,0,3,10,4360,0,2015,0,98075,47.5923,-121.973,3570,6185
5423010350,2/10/2015,1.28E+06,5,2.5,3400,9500,2,0,1,4,8,3400,0,1977,0,98027,47.5645,-122.082,3080,11081
7237500650,2/13/2015,1.28E+06,5,4.25,5040,9466,2,0,0,3,11,5040,0,2004,0,98059,47.5282,-122.133,4300,9417
4218400175,2/23/2015,1.27E+06,3,1.75,2240,5657,1.5,0,2,4,8,1910,330,1941,0,98105,47.6621,-122.27,2970,5657
1125049140,1/26/2015,1.25E+06,3,2.5,2710,13120,1,0,0,3,10,2710,0,1959,0,98105,47.6718,-122.256,3130,13566
1118001631,1/12/2015,1.23E+06,3,2.25,2980,7700,1,0,0,3,9,2530,450,1964,0,98112,47.6336,-122.29,3020,8234
6648150090,1/8/2015,1.20E+06,4,4,4050,9517,2,0,0,3,11,3360,690,1990,0,98040,47.5769,-122.215,3330,9436
9808590460,2/18/2015,1.20E+06,4,2.25,2860,10702,2,0,0,3,10,2860,0,1982,0,98004,47.6451,-122.189,2890,10572
5316100820,1/22/2015,1.20E+06,3,3,2350,1620,2,0,0,3,9,1560,790,2001,0,98112,47.6308,-122.279,2000,4380
8081020380,2/17/2015,1.20E+06,4,2.5,3350,11688,1,0,2,3,10,1760,1590,1995,0,98006,47.5507,-122.133,4240,10804
4122500100,2/11/2015,1.19E+06,5,2.5,2710,14989,1,0,0,3,8,1720,990,1959,0,98004,47.6411,-122.207,3180,16624
1024069205,1/14/2015,1.18E+06,4,2.5,4700,49658,2,0,0,3,10,4700,0,1999,0,98075,47.5878,-122.022,2870,49658
2721600125,2/5/2015,1.18E+06,5,2.75,2560,5618,1.5,0,2,3,8,2220,340,1923,0,98109,47.6416,-122.355,2740,4000
5451200370,2/9/2015,1.17E+06,4,2.25,3080,10487,2,0,0,4,9,3080,0,1968,0,98040,47.5344,-122.224,2480,10607
4039700870,2/19/2015,1.16E+06,5,1.75,2870,9680,1,0,4,5,9,1440,1430,1966,0,98008,47.6122,-122.111,2940,9729
2954400020,2/5/2015,1.15E+06,4,3.75,4160,35000,2,0,0,3,11,4160,0,1991,0,98053,47.669,-122.067,5330,36446
3323500010,1/7/2015,1.15E+06,3,2.5,2100,15120,1,0,0,4,8,2100,0,1953,0,98004,47.6201,-122.222,3070,16078
7351200295,1/14/2015,1.15E+06,3,1.75,1760,6788,2,1,4,3,7,1760,0,1940,1960,98125,47.7336,-122.284,1630,7588
4233600150,2/3/2015,1.15E+06,5,4.25,4010,8252,2,0,0,3,10,4010,0,2015,0,98075,47.5974,-122.013,3370,8252
7852011070,1/9/2015,1.14E+06,6,3.75,5960,20197,2,0,4,3,10,3900,2060,2005,0,98065,47.5398,-121.869,3860,12800
2523039054,2/10/2015,1.12E+06,3,2.5,4530,22873,2,0,2,5,8,3220,1310,1912,0,98166,47.4567,-122.369,3100,18210
7011201306,2/12/2015,1.12E+06,4,4,2530,1774,3,0,2,3,9,2100,430,2013,0,98119,47.6362,-122.369,2160,2400
2021200530,2/25/2015,1.11E+06,4,2.75,3090,6600,1,0,2,3,9,1800,1290,1956,0,98199,47.6339,-122.396,2380,5000
6838800140,2/24/2015,1.10E+06,4,3.5,4270,40097,1,0,0,4,12,4270,0,1993,0,98077,47.7354,-122.078,3510,36149
3720800070,1/27/2015,1.10E+06,4,3,2880,5500,2,0,0,4,9,1920,960,1926,0,98102,47.6448,-122.317,2110,5500
6908200155,1/22/2015,1.10E+06,4,3.5,2760,5040,2,0,2,3,9,2760,0,1955,2005,98117,47.6756,-122.401,2370,5760
4389200761,1/28/2015,1.10E+06,3,2.25,1560,8570,1,0,0,5,7,1080,480,1977,0,98004,47.6155,-122.21,2660,9621
1238900130,1/5/2015,1.10E+06,4,3.75,2890,4164,2,0,0,3,9,2240,650,2013,0,98033,47.676,-122.197,2354,3207
8121100715,2/9/2015,1.09E+06,3,3,2830,6041,2,0,3,3,8,1840,990,1915,0,98118,47.5694,-122.283,3420,6360
2944010210,2/18/2015,1.09E+06,4,2.5,3930,21894,2,0,0,3,11,3930,0,1987,0,98052,47.7209,-122.128,3930,20000
7796000095,1/6/2015,1.09E+06,3,2.75,3170,34850,1,0,0,5,9,3170,0,1957,0,98033,47.6611,-122.169,3920,36740
2523089025,2/10/2015,1.08E+06,3,3,4020,435600,1.5,0,2,3,10,4020,0,1999,0,98045,47.4418,-121.731,2590,283140
2163900081,2/20/2015,1.08E+06,3,2.5,1990,1891,3,0,0,3,9,1990,0,2012,0,98102,47.6271,-122.324,1990,3600
624110110,2/22/2015,1.06E+06,5,4.5,4820,13165,2,0,0,4,11,3950,870,1990,0,98077,47.7295,-122.057,3880,13810
5536100010,2/4/2015,1.05E+06,4,1,1330,9729,1,0,0,3,6,1330,0,1952,0,98004,47.6223,-122.208,2920,10353
5332200515,2/9/2015,1.05E+06,3,1.75,2650,5512,2,0,0,3,9,2250,400,1984,0,98112,47.6265,-122.295,1440,5100
2025069037,2/10/2015,1.05E+06,4,2.5,3250,48037,1,0,2,3,8,2030,1220,1985,0,98074,47.6326,-122.07,2970,48037
7855000325,2/20/2015,1.05E+06,4,3,3080,10757,2,0,3,5,8,3080,0,1961,0,98006,47.5671,-122.159,2810,10757
2485000076,1/22/2015,1.05E+06,4,3.25,3680,8580,1,0,3,5,10,1840,1840,1959,0,98136,47.5266,-122.387,2700,9100
8924100308,2/3/2015,1.05E+06,4,2.5,3260,5974,2,0,1,3,9,2820,440,2007,0,98115,47.6772,-122.267,2260,6780
3776300010,2/24/2015,1.03E+06,4,3.5,2730,5607,1,0,0,5,9,1660,1070,1948,0,98199,47.6387,-122.396,1720,5400
9275702405,1/14/2015,1.02E+06,3,1.75,3610,8502,1.5,0,2,3,10,2610,1000,1930,0,98126,47.583,-122.379,2900,5016
7605800090,1/8/2015,1.01E+06,3,2.5,2860,5805,2,0,0,3,9,2860,0,1999,0,98005,47.6218,-122.16,2360,5832
3885808210,1/20/2015,1.00E+06,3,2.5,2044,5610,2,0,0,4,9,2044,0,1996,0,98033,47.6791,-122.209,2440,5610
524059322,2/26/2015,999999,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1780,4764
1337800830,1/7/2015,998500,3,1.75,2140,4800,2,0,0,3,8,1690,450,1905,0,98112,47.6311,-122.312,2440,4800
3317500100,2/20/2015,998000,5,3.5,3760,10207,2,0,0,3,10,3150,610,1969,0,98040,47.5605,-122.225,3550,12118
3303980680,2/28/2015,997000,4,3.5,3430,13609,2,0,0,3,11,3430,0,2001,0,98059,47.5196,-122.151,3880,11614
7203220130,1/27/2015,994900,4,3.5,3695,6556,2,0,0,3,9,3695,0,2014,0,98053,47.683,-122.015,4160,6786
524059323,2/19/2015,990400,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1820,4764
2937300050,2/27/2015,988990,4,4.75,4150,6303,3,0,0,3,9,4150,0,2014,0,98052,47.7047,-122.123,3570,6285
2721600010,1/7/2015,988000,3,1.75,2190,3800,1.5,0,2,4,8,2190,0,1923,0,98109,47.643,-122.355,2190,3880
3625700080,1/8/2015,987500,4,2.25,3270,15760,1,0,0,4,10,2000,1270,1974,0,98040,47.5295,-122.229,4100,15760
6672900220,1/12/2015,984000,4,2.25,2390,12292,1,0,0,5,9,2390,0,1962,0,98040,47.5528,-122.221,2870,12337
4403600270,2/24/2015,970000,4,3.25,4740,76230,2,0,0,3,10,4740,0,1987,0,98075,47.5931,-122.071,3340,49206
1726600150,2/26/2015,970000,4,3,3510,12410,2,0,0,4,9,3510,0,1976,0,98005,47.6381,-122.166,3000,13209
1814800060,2/20/2015,965000,4,3.5,3290,5559,1.5,0,0,3,8,2290,1000,1906,2004,98103,47.6788,-122.346,1790,6000
3629200020,2/2/2015,960000,4,2.5,3180,10105,2,0,0,4,9,3180,0,1986,0,98040,47.5328,-122.226,2670,10355
2126059294,1/5/2015,960000,4,4.5,3720,7746,2,0,0,3,10,3720,0,2014,0,98034,47.7323,-122.165,3080,11067
1224049095,2/4/2015,959000,6,3.25,4440,17424,1,0,1,4,9,2220,2220,1959,0,98040,47.5791,-122.23,2660,10768
2526059225,1/23/2015,952990,4,2.75,3550,6558,2,0,0,3,9,3550,0,2013,0,98052,47.7076,-122.115,3140,5617
4219400465,1/12/2015,950000,4,2,2490,4600,1.5,0,2,3,8,2090,400,1926,0,98105,47.6557,-122.278,2910,5000
8725950170,1/23/2015,950000,2,2.25,2200,2043,2,0,0,3,9,1760,440,2007,0,98004,47.6213,-122.2,2020,1957
293070310,2/13/2015,949990,4,4,3970,7314,2,0,0,3,9,3970,0,2014,0,98074,47.6173,-122.056,3560,5258
8825900410,2/18/2015,945000,4,2.5,2910,4680,1.5,0,0,5,9,1850,1060,1937,0,98115,47.6745,-122.31,1960,4120
3262300940,2/10/2015,940000,3,1,1220,8119,1,0,0,4,7,1220,0,1955,0,98039,47.6328,-122.236,1910,8119
7855800730,2/10/2015,940000,4,2.5,3090,9238,1,0,3,4,8,1680,1410,1967,0,98006,47.5654,-122.163,2690,8500
7852160070,1/5/2015,937500,5,3.75,4210,14599,2,0,3,3,10,4210,0,2004,0,98065,47.5364,-121.858,3950,13591
225079036,1/7/2015,937500,4,4,5545,871200,2,0,0,3,11,3605,1940,2003,0,98014,47.676,-121.882,3420,871200
5416300240,2/2/2015,935000,4,4.5,5670,84267,2,0,2,3,11,5670,0,2008,0,98010,47.323,-122.044,4100,83729
7228501745,2/19/2015,935000,4,2,1220,7489,2,0,0,3,7,1220,0,1903,0,98122,47.6133,-122.306,1220,3750
7974200457,1/22/2015,935000,5,3,2700,5001,2,0,0,3,10,2700,0,2009,0,98115,47.6811,-122.288,1610,5191
4083300620,2/27/2015,930000,3,1.75,2460,4240,1,0,0,4,7,1230,1230,1925,0,98103,47.6593,-122.337,1700,4240
2024059130,1/9/2015,928950,4,3.75,3280,6000,2,0,0,3,9,3280,0,2014,0,98006,47.554,-122.19,2900,10108
3459600330,2/9/2015,925000,3,2.75,3640,10300,1,0,0,4,9,2060,1580,1979,0,98006,47.5612,-122.146,3110,10625
2883200760,2/9/2015,925000,3,2.5,2440,7419,1,0,0,3,7,1520,920,1961,0,98103,47.6857,-122.334,2440,4880
3224510300,1/26/2015,925000,3,2.75,3280,10558,1,0,2,4,9,2040,1240,1979,0,98006,47.5606,-122.133,3150,9998
8682282070,1/12/2015,920000,3,3.5,2800,7694,1,0,0,3,9,2800,0,2005,0,98053,47.7095,-122.022,2420,7694
8835700010,1/16/2015,919000,4,2.5,3620,17133,1,0,4,3,10,2220,1400,1993,0,98075,47.5604,-122.027,3530,17026
9510860750,1/8/2015,918000,5,3.5,3920,5150,2,0,0,3,9,2820,1100,2004,0,98052,47.6638,-122.084,3170,5530
1762600070,1/16/2015,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230
629000410,2/17/2015,915000,3,2.75,2800,9750,1,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530
2481630070,1/28/2015,914600,4,3,3180,80837,2,0,0,3,11,3180,0,1985,0,98072,47.7336,-122.134,3180,38715
3293400020,1/16/2015,910000,4,3.5,3570,27699,2,0,0,3,11,3570,0,1990,0,98052,47.7173,-122.098,3800,35880
8725950220,2/26/2015,910000,3,2.5,2030,1160,3,0,0,3,9,1970,60,2007,0,98004,47.6213,-122.2,1950,1160
8562710640,2/11/2015,909500,4,4,4420,5940,2,0,0,3,10,3410,1010,2006,0,98027,47.5397,-122.072,4510,5797
8691450120,2/27/2015,908990,4,2.75,3530,6844,2,0,0,3,10,3530,0,2014,0,98075,47.5975,-121.985,3530,10038
2024059127,1/9/2015,908950,4,2.75,3090,6200,2,0,0,3,9,3090,0,2014,0,98006,47.5538,-122.189,2890,10108
5606000120,2/25/2015,906000,4,2.5,2480,5000,1,0,3,3,8,1480,1000,1951,0,98105,47.6653,-122.272,2240,6071
8127700720,1/20/2015,905000,4,2.75,2730,4268,2,0,1,3,9,2730,0,2009,0,98199,47.6397,-122.395,2340,5000
4019300195,1/24/2015,900000,3,3,2990,30869,2,0,0,3,10,2990,0,1951,2003,98155,47.7602,-122.278,1750,15802
326069026,1/21/2015,900000,4,3,3810,217800,2,0,0,3,9,3810,0,2003,0,98077,47.7696,-122.021,2580,217364
2424059139,2/6/2015,900000,3,3.25,3870,33980,2,0,0,3,10,3150,720,1991,0,98006,47.5589,-122.117,3590,10750
3052700921,2/11/2015,900000,6,3,2620,4350,1,0,0,3,7,1760,860,1957,0,98117,47.678,-122.373,1760,4300
2424059170,2/19/2015,900000,5,6,7120,40806,2,0,4,3,12,5480,1640,2007,0,98006,47.5451,-122.114,3440,36859
3625059071,1/8/2015,899000,4,2.25,2290,40946,1,0,3,4,8,1550,740,1960,0,98008,47.616,-122.103,2790,20076
4070700290,2/26/2015,899000,3,2.5,1950,3730,2,0,0,3,9,1950,0,1996,0,98033,47.6731,-122.199,2080,4000
4054520100,2/10/2015,898000,4,2.5,3700,63991,2,0,0,3,10,3700,0,1992,0,98077,47.7319,-122.051,3210,47215
4054530210,2/18/2015,896000,4,2.5,3560,46644,2,0,0,3,11,3560,0,1992,0,98077,47.7268,-122.05,3520,50261
2326600130,2/25/2015,895900,4,3.5,3640,4983,2,0,3,3,9,2790,850,2014,0,98075,47.5619,-122.027,3270,14700
1523059066,2/19/2015,895000,3,2,2160,105415,1,0,0,3,10,2160,0,1991,0,98059,47.4806,-122.152,2760,9620
7856000110,2/3/2015,895000,3,2.5,2750,10000,1,0,3,3,8,1650,1100,1967,0,98006,47.5644,-122.153,2490,10000
1853080840,2/11/2015,889950,5,3.5,3700,7055,2,0,0,3,9,3700,0,2014,0,98074,47.5929,-122.057,3170,6527
7625703435,1/21/2015,885000,3,2.25,2940,6500,3,0,0,3,9,2940,0,2014,0,98136,47.5482,-122.388,1680,6500
5451100490,1/15/2015,884900,7,4.75,5370,10800,1.5,0,0,3,8,5370,0,1967,0,98040,47.538,-122.223,2310,10910
1237500577,2/12/2015,880000,4,2.5,3550,8618,2,0,0,3,10,3550,0,2007,0,98052,47.6776,-122.161,1310,9746
3885802134,1/9/2015,880000,4,2.5,2580,3436,2,0,0,3,8,2580,0,2013,0,98033,47.6853,-122.21,1780,5772
7504020960,1/7/2015,879900,4,2.75,3580,12000,1,0,0,3,10,1840,1740,1979,0,98074,47.6319,-122.05,2910,12428
5700001920,2/19/2015,877500,4,2,3060,8000,2,0,0,4,8,2040,1020,1922,0,98144,47.5795,-122.29,2730,5800
7701961030,1/29/2015,875000,4,2.5,3600,21794,2,0,0,4,11,3600,0,1990,0,98077,47.7121,-122.072,3410,19864
1370802540,1/8/2015,875000,2,2.5,2720,4913,1,0,1,4,8,1700,1020,1936,0,98199,47.6384,-122.404,2520,5303
1853000300,2/24/2015,875000,3,2.75,3270,39586,1.5,0,0,3,11,3270,0,1988,0,98077,47.731,-122.078,3480,35998
7203100730,2/10/2015,875000,4,3.5,3790,6874,2.5,0,0,3,9,3790,0,2010,0,98053,47.6956,-122.022,3370,6535
